urls,content,300DaysOfData
/feed/update/urn:li:activity:6784088046171131904/,"🏆 Day 129 of #300DaysOfData!🎆 Stochastic Gradient Descent :Stochastic Gradient Descent                    is an iterative method for optimizing an objective function with suitable differentiable properties.                    It is a variation of the gradient descent algorithm that calculates the error and updates the                    model.✨ On my Journey of Machine Learning and Deep Learning, Today I have read and                    Implemented from the Book ""Dive into Deep Learning"". Here, I have learned about Adagrad Optimization                    Algorithms, Sparse Features and Learning Rates, Preconditioning, Stochastic Gradient Descent                    Algorithm, The Algorithms, Implementation of Adagrad from Scratch, Deep Learning and Computational                    Constraints, Learning Rates and few more Topics related to the same from here.✨ I have                    presented the implementation Adagrad Optimization Algorithm from Scratch using PyTorch here in the                    Snapshot. I hope you will gain some insights and work on the same. I hope you will also spend some                    time learning the Topics from the Book mentioned above and below. Excited about the days                    ahead!!📚 Books :Dive into Deep Learning: https://d2l.ai/index.htmlJourney on ML and                    DL: https://lnkd.in/d-aDKvqLogistic Regression: https://lnkd.in/d2-VBbt#66DaysOfData",True
/feed/update/urn:li:activity:6783699897343340544/,"🏆 Day 128 of #300DaysOfData!🎆 Stochastic Gradient Descent :Stochastic Gradient Descent                    is an iterative method for optimizing an objective function with suitable differentiable properties.                    It is a variation of the gradient descent algorithm that calculates the error and updates the                    model.✨ On my Journey of Machine Learning and Deep Learning, Today I have read and                    Implemented from the Book ""Dive into Deep Learning"". Here, I have learned about The Momentum Method,                    Stochastic Gradient Descent, Leaky Averages, Variance, Accelerated Gradient, An Ill Conditioned                    Problem and Convergence, Effective Sample Weight, Practical Experiments, Implementation of Momentum                    with SGD, Theoretical Analysis, Quadratic Convex Functions, Scalar Functions and few more topics                    related to the same from here. ✨ I have presented the implementation of Momentum Method,                    Effective Sample Weight and Scalar Functions using PyTorch here in the Snapshots. I hope you will                    gain some insights and work on the same. I hope you will also spend some time learning the Topics                    from the Book mentioned above and below. Excited about the days ahead!!📚 Books:Dive                    into Deep Learning: https://d2l.ai/index.htmlJourney on ML and DL:                    https://lnkd.in/d-aDKvqLogistic Regression: https://lnkd.in/d2-VBbt#66DaysOfData",True
/feed/update/urn:li:activity:6783358419265961984/,"🏆 Day 127 of #300DaysOfData!🎆 Stochastic Gradient Descent :Stochastic Gradient Descent                    is an iterative method for optimizing an objective function with suitable differentiable properties.                    It is a variation of the gradient descent algorithm that calculates the error and updates the                    model.✨ On my Journey of Machine Learning and Deep Learning, Today I have read and                    Implemented from the Book ""Dive into Deep Learning"". Here, I have learned about Stochastic Gradient                    Descent, Dynamic Learning Rate, Exponential Decay and Polynomial Decay, Convergence Analysis for                    Convex Objectives, Stochastic Gradient and Finite Samples, Minibatch Stochastic Gradient Descent,                    Vectorization and Caches, Matrix Multiplications, Minibatches, Variance, Implementation of Gradients                    and few more topics related to the same from here. ✨ I have presented the implementation of                    Stochastic Gradient Descent and Minibatch Stochastic Gradient Descent using PyTorch here in the                    Snapshots. I hope you will gain some insights and work on the same. I hope you will also spend some                    time learning the Topics from the Book mentioned above and below. Excited about the days                    ahead!!📚 Books:Dive into Deep Learning: https://d2l.ai/index.htmlJourney on Machine                    Learning and DL: https://lnkd.in/d-aDKvq#66DaysOfData",True
/feed/update/urn:li:activity:6782996902112702464/,"🏆 Day 126 of #300DaysOfData!🎆 Gradient Descent :Gradient Descent is an optimization                    algorithm which is used to minimize the differentiable function by iteratively moving in the                    direction of steepest descent as defined by the negative of the Gradient.✨ On my Journey of                    Machine Learning and Deep Learning, Today I have read and Implemented from the Book ""Dive into Deep                    Learning"". Here, I have learned about Multivariate Gradient Descent, Adaptive Methods, Learning                    Rate, Newtons Method, Taylor Expansion, Hessian Function, Gradient and Backpropagation, Nonconvex                    Function, Convergence Analysis, Linear Convergence, Preconditioning, Gradient Descent with Line                    Search, Stochastic Gradient Descent, Loss Functions and few more topics related to the same from                    here. ✨ I have presented the Implementation of Newtons Method, Non Convex Functions and                    Stochastic Gradient Descent using PyTorch here in the Snapshot. I hope you will gain some insights                    and work on the same. I hope you will also spend some time learning the Topics from the Book                    mentioned above and below. Excited about the days ahead!!📚 Books:Dive into Deep                    Learning: https://d2l.ai/index.htmlJourney on Machine Learning and DL:                    https://lnkd.in/d-aDKvqLogistic Regression Implementation:                    https://lnkd.in/d2-VBbt#66DaysOfData",True
/feed/update/urn:li:activity:6782651003943583744/,"🏆 Day 125 of #300DaysOfData!🎆 Gradient Descent : Gradient Descent is an optimization                    algorithm which is used to minimize the differentiable function by iteratively moving in the                    direction of steepest descent as defined by the negative of the Gradient. ✨ On my Journey of                    Machine Learning and Deep Learning, Today I have read and Implemented from the Book ""Dive into Deep                    Learning"". Here, I have learned about Convexity and Second Derivatives, Constrained Optimization,                    Lagrangian Function and Multipliers, Penalties, Projections, Gradient Clipping, Stochastic Gradient                    Descent, One Dimensional Gradient Descent, Objective Function, Learning Rate, Local Minimum and                    Global Minimum, Multivariate Gradient Descent and few more Topics related to the same from here.                    ✨ I have presented the Implementation of One Dimensional Gradient Descent, Local Minima and                    Multivariate Gradient Descent using PyTorch here in the Snapshots. I hope you will gain some                    insights and work on the same. I hope you will also spend some time learning the Topics from the                    Book mentioned above and below. Excited about the days ahead !!📚 Books:Dive into Deep                    Learning:https://d2l.ai/index.htmlJourney on Machine Learning and                    DL:https://lnkd.in/d-aDKvqLogistic Regression:https://lnkd.in/d2-VBbt#66DaysOfData",True
/feed/update/urn:li:activity:6782278598943367168/,"🏆 Day 124 of #300DaysOfData!🎆 Transformer :Transformer is an architecture for                    transforming one sequence into another one with the help of two parts, Encoder and Decoder.✨                    On my Journey of Machine Learning and Deep Learning, Today I have read and Implemented from the Book                    ""Dive into Deep Learning"". Here, I have learned about Optimization Algorithms and Deep Learning,                    Objective Function and Minimization, Goal of Optimization, Generalization Error, Training Error,                    Risk Function and Empirical Risk Function, Optimization Challenges, Local Minimum and Global                    Minimum, Saddle Points, Hessian Matrix and Eigenvalues, Vanishing Gradients, Convexity, Convex Sets                    and Functions, Jensen's Inequality and few more Topics related to the same from here. ✨ I                    have presented the Implementation of Local Minima, Saddle Points, Vanishing Gradients and Convex                    Functions using PyTorch here in the Snapshots. I hope you will gain some insights and work on the                    same. I hope you will also spend some time learning the Topics from the Book mentioned above and                    below. Excited about the days ahead !!📚 Books:Dive into Deep                    Learning:https://d2l.ai/index.htmlJourney on Machine Learning and Deep                    Learning:https://lnkd.in/d-aDKvqLogistic Regression:https://lnkd.in/d2-VBbt#66DaysOfData",True
/feed/update/urn:li:activity:6781962520933474304/,"🏆 Day 123 of #300DaysOfData!🎆 Transformer :Transformer is an architecture for                    transforming one sequence into another one with the help of two parts, Encoder and Decoder.✨                    On my Journey of Machine Learning and Deep Learning, Today I have read and Implemented from the Book                    ""Dive into Deep Learning"". Here, I have learned about Decoder Architecture, Self Attention, Encoder                    Decoder Attention, Position Wise Feed Forward Networks, Residual Connections, Transformer Decoder,                    Embedding Layer, Sequential Blocks, Training the Transformer Architecture and few more Topics                    related to the same from here. I have also read about Logistic Regression, Sigmoid Activation                    Function, Weights Initialization, Gradient Descent, Cost Function and more. ✨ I have                    presented the Implementation of Logistic Regression from Scratch using NumPy, Transformer Decoder                    and Training using PyTorch here in the Snapshots. I hope you will gain some insights and work on the                    same. I hope you will also spend some time learning the Topics from the Book mentioned above and                    below. Excited about the days ahead !!📚Books:Dive into Deep                    Learning:https://d2l.ai/index.htmlJourney on ML and DL:https://lnkd.in/d-aDKvqLogistic                    Regression:https://lnkd.in/d2-VBbtLogistic Regression                    Docs:https://lnkd.in/dNq9qBq#66DaysOfData",True
/feed/update/urn:li:activity:6781556406211354624/,"🏆 Day 122 of #300DaysOfData!🎆 Transformer Architecture : Transformer is an                    architecture for transforming one sequence into another one with the help of two parts, Encoder and                    Decoder. It makes the use of Self Attention mechanisms. ✨ On my Journey of Machine Learning                    and Deep Learning, Today I have read and Implemented from the Book ""Dive into Deep Learning"". Here,                    I have learned about Transformer, Self Attention, Encoder and Decoder Architecture, Sequence                    Embeddings, Positional Encoding, Position Wise Feed Forward Networks, Residual Connection and Layer                    Normalization, Encoder Block and Multi Head Self Attention, Transformer Decoder, Queries, Keys and                    Values, Scaled Dot Product Attention and few more Topics related to the same from here. ✨ I                    have presented the Implementation of Position Wise Feed Forward Networks, Residual Connection and                    Layer Normalization, Encoder, Decoder Block and Transformer Decoder using PyTorch here in the                    Snapshots. I hope you will gain some insights and work on the same. I hope you will also spend some                    time learning the Topics from the Book mentioned above and below. Excited about the days ahead                    !!📚 Books:Dive into Deep Learning : https://d2l.ai/index.htmlJourney on Machine                    Learning and Deep Learning : https://lnkd.in/d-aDKvq#66DaysOfData",True
/feed/update/urn:li:activity:6781187478662471684/,"🏆 Day 121 of #300DaysOfData!🎆 Multi Head Attention :Multi Head Attention is the design                    for attention mechanisms which runs through an attention mechanism several times in parallel.                    Instead of performing single attention pooling, queries, keys and values can be transformed into                    learned linear projections which are fed into attention pooling in parallel.✨ On my Journey                    of Machine Learning and Deep Learning, Today I have read and Implemented from the Book ""Dive into                    Deep Learning"". Here, I have learned about Multi Head Attention, Queries, Keys and Values, Attention                    Pooling, Scaled Dot Product Attention, Self Attention and Positional Encoding, Recurrent Neural                    Networks, Intra Attention, Comparing CNNs, RNNs and Self Attention, Padding Tokens, Absolute                    Positional Information, Relative Positional Information and few more Topics related to the same from                    here. ✨ I have presented the Implementation of Positional Encoding using PyTorch here in the                    Snapshot. I hope you will gain some insights and work on the same. I hope you will also spend some                    time learning the Topics from the Book mentioned above and below. Excited about the days ahead                    !!📚 Books:Dive into Deep Learning : https://d2l.ai/index.htmlJourney on Machine                    Learning and DL : https://lnkd.in/d-aDKvq#66DaysOfData",True
/feed/update/urn:li:activity:6780841402256396289/,"🏆 Day 120 of #300DaysOfData!🎆 Multi Head Attention : Multi Head Attention is the                    design for attention mechanisms which runs through an attention mechanism several times in parallel.                    Instead of performing single attention pooling, queries, keys and values can be transformed into                    learned linear projections which are fed into attention pooling in parallel.✨ On my Journey                    of Machine Learning and Deep Learning, Today I have read and Implemented from the Book ""Dive into                    Deep Learning"". Here, I have learned about Bahdanau Attention, Recurrent Neural Networks Encoder                    Decoder Architecture, Training the Sequence to Sequence Model, Embedding Layer, Attention Weights,                    GRU, Heatmaps, Multi Head Attention, Queries, Keys and Values, Attention Pooling, Additive Attention                    and Scaled Dot Product Attention, Transpose Functions and few more Topics related to the same from                    here. ✨ I have presented the Implementation Multi Head Attention using PyTorch here in the                    Snapshot. I hope you will gain some insights and work on the same. I hope you will also spend some                    time learning the Topics from the Book mentioned above and below. Excited about the days ahead                    !!📚 Books: Dive into Deep Learning : https://d2l.ai/index.htmlJourney on Machine                    Learning and DL: https://lnkd.in/d-aDKvq#66DaysOfData",True
/feed/update/urn:li:activity:6780470091243905024/,"Day 119 of #300DaysOfData!Attention Pooling :Attention Pooling selectively aggregates                    values or sensory inputs to produce the output. It implies the interaction between queries or                    volitional cues and keys or non volitional cues. Attention Pooling is the weighted average of the                    training outputs. It can be parametric or nonparametric.On my Journey of Machine Learning                    and Deep Learning, Today I have read and Implemented from the Book ""Dive into Deep Learning"". Here,                    I have learned about Scaled Dot Product Attention, Queries, Keys and Values, Additive Attention,                    Attention Pooling, Bahdanau Attention, RNN Encoder Decoder Architecture, Hidden States, Embedding,                    Defining Decoder with Attention, Sequence to Sequence Attention Decoder and few more Topics related                    to the same from here. I have presented the Implementation of Scaled Dot Product Attention                    and Sequence to Sequence Attention Decoder Model using PyTorch here in the Snapshots. I hope you                    will gain some insights and work on the same. I hope you will also spend some time learning the                    Topics from the Book mentioned above and below. Excited about the days ahead !!Book:Dive                    into Deep Learning : https://d2l.ai/index.htmlJourney on Machine Learning and Deep Learning :                    https://lnkd.in/d-aDKvq#66DaysOfData",True
/feed/update/urn:li:activity:6780109264267571200/,"Day 118 of #300DaysOfData!Attention Pooling :Attention Pooling selectively aggregates                    values or sensory inputs to produce the output. It implies the interaction between queries or                    volitional cues and keys or non volitional cues. Attention Pooling is the weighted average of the                    training outputs. It can be parametric or nonparametric. On my Journey of Machine Learning                    and Deep Learning, Today I have read and Implemented from the Book ""Dive into Deep Learning"". Here,                    I have learned about Attention Scoring Functions, Gaussian Kernel, Attention Weights, Softmax                    Activation Function, Masked Softmax Operation, Text Sequences, Probability Distribution, Additive                    Attention, Queries, Keys and Values, Tanh Activation Function, Dropout and Linear Layer, Attention                    Pooling and few more Topics related to the same from here. I have presented the                    Implementation of Masked Softmax Operation and Additive Attention using PyTorch here in the                    Snapshot. I hope you will gain some insights and work on the same. I hope you will also spend some                    time learning the Topics from the Book mentioned above and below. Excited about the days ahead                    !!Book:Dive into Deep Learning : https://d2l.ai/index.htmlJourney on Machine                    Learning and Deep Learning : https://lnkd.in/d-aDKvq#66DaysOfData",True
/feed/update/urn:li:activity:6779749451717197825/,"Day 117 of #300DaysOfData!Attention Pooling : Attention Pooling selectively aggregates                    values or sensory inputs to produce the output. It implies the interaction between queries and keys.                    On my Journey of Machine Learning and Deep Learning, Today I have read and Implemented from                    the Book ""Dive into Deep Learning"". Here, I have learned about Attention Pooling or Nadaraya Watson                    Kernel Regression, Queries or Volitional Cues and Keys or Non Volitional Cues, Generating the                    Dataset, Average Pooling, Non Parametric Attention Pooling, Attention Weight, Gaussian Kernel,                    Parametric Attention Pooling, Batch Matrix Multiplication, Defining the Model, Training the Model,                    Stochastic Gradient Descent, MSE Loss Function and few more Topics related to the same from here.                    I have presented the Implementation of Attention Mechanisms, Non Parametric Attention                    Pooling, Batch Matrix Multiplication, NW Kernel Regression Model, Training and Prediction using                    PyTorch here in the Snapshots. I hope you will gain some insights and work on the same. I hope you                    will also spend some time learning the Topics from the Book mentioned above and below. Excited about                    the days ahead !!Book:Dive into Deep Learning : https://d2l.ai/index.htmlJourney on                    ML and DL : https://lnkd.in/d-aDKvq#66DaysOfData",True
/feed/update/urn:li:activity:6779365916632203264/,"Day 116 of #300DaysOfData!Sequence Search : Greedy Search is the conditional probability                    of generating an output sequence based on the input sequence. Beam Search is an improved version of                    Greedy Search with a hyperparameter named beam size. On my Journey of Machine Learning and                    Deep Learning, Today I have read and Implemented from the Book ""Dive into Deep Learning"". Here, I                    have learned about Softmax Cross Entropy Loss Function, Sequence Masking, Teacher Forcing, Training                    and Prediction, Evaluation of Predicted Sequences, BLEU or Bilingual Evaluation Understudy, RNN                    Encoder Decoder, Beam Search, Greedy Search, Exhaustive Search, Attention Mechanisms, Attention                    Cues, Nonvolitional Cue and Volitional Cue, Queries, Keys and Values, Attention Pooling and few more                    Topics related to the same from here. I have presented the Implementation of Sequence                    Masking, Softmax Cross Entropy Loss, Training RNN Encoder Decoder Model and BLEU using PyTorch here                    in the Snapshots. I hope you will gain some insights and work on the same. I hope you will also                    spend some time learning the Topics from the Book mentioned above and below. Excited about the days                    ahead !!Book:Dive into Deep Learning : https://d2l.ai/index.htmlJourney on ML and                    Deep Learning : https://lnkd.in/d-aDKvq#66DaysOfData",True
/feed/update/urn:li:activity:6779012019728216064/,"Day 115 of #300DaysOfData!Encoder and Decoder Architecture :Encoder takes a variable                    length sequence as the input and transforms it into a state with a fixed shape. Decoder maps the                    encoded state of a fixed shape to a variable length sequence. On my Journey of Machine                    Learning and Deep Learning, Today I have read and Implemented from the Book ""Dive into Deep                    Learning"". Here, I have learned about Encoder and Decoder Architectures, Machine Translation Model,                    Sequence Transduction Models, Forward Propagation Function, Sequence to Sequence Learning, Recurrent                    Neural Networks, Embedding Layer, Gated Recurrent Units or GRU Layers, Hidden States and Units, RNN                    Encoder and Decoder Architecture, Vocabulary and few more Topics related to the same from here.                    I have presented the Implementation of Encoder, Decoder Architectures and RNN Encoder                    Decoder for Sequence to Sequence Learning using PyTorch here in the Snapshots. I hope you will gain                    some insights and work on the same. I hope you will also spend some time learning the Topics from                    the Book mentioned above and below. Excited about the days ahead !!Book:Dive into Deep                    Learning : https://d2l.ai/index.htmlJourney on Machine Learning and Deep Learning :                    https://lnkd.in/d-aDKvq#66DaysOfData",True
/feed/update/urn:li:activity:6778658340579885057/,"Day 114 of #300DaysOfData!Long Short Term Memory :Long Short Term Memory or LSTM is a                    type of Recurrent Neural Networks capable of learning order dependence in sequence prediction                    problems. LSTM has Input Gates, Forget Gates and Output Gates that control the flow of                    information.On my Journey of Machine Learning and Deep Learning, Today I have read and                    Implemented from the Book ""Dive into Deep Learning"". Here, I have learned about Deep Recurrent                    Neural Networks, Functional Dependencies, Bidirectional Recurrent Neural Networks, Dynamic                    Programming in Hidden Markov Models, Bidirectional Model, Computational Cost and Applications,                    Machine Translation and Dataset, Preprocessing the Dataset, Tokenization, Vocabulary, Padding Text                    Sequences and few more Topics related to the same from here. I have presented the                    Implementations of Downloading the Dataset, Preprocessing, Tokenization and Vocabulary using PyTorch                    here in the Snapshots. I hope you will gain some insights and work on the same. I hope you will also                    spend some time learning the Topics from the Book mentioned above and below. Excited about the days                    ahead !! Book:Dive into Deep Learning : https://d2l.ai/index.htmlJourney on Machine                    Learning and Deep Learning : https://lnkd.in/d-aDKvq#66DaysOfData",True
/feed/update/urn:li:activity:6777934441890234368/,"Day 113 of #300DaysOfData!Long Short Term Memory : Long Short Term Memory or LSTM is a                    type of Recurrent Neural Networks capable of learning order dependence in sequence prediction                    problems. LSTM has Input Gates, Forget Gates and Output Gates that control the flow of information.                    On my Journey of Machine Learning and Deep Learning, Today I have read and Implemented from                    the Book ""Dive into Deep Learning"". Here, I have learned about Long Short Term Memory or LSTM, Gated                    Memory Cell, Input Gate, Forget Gate and Output Gate, Candidate Memory Cell, Tanh Activation                    Function, Sigmoid Activation Function, Memory Cell, Hidden State, Initializing Model Parameters,                    Defining the LSTM Model, Training and Prediction, Gated Recurrent Units or GRUs, Gaussian                    Distribution and few more Topics related to the same from here. I have presented the                    Implementation of Long Short Term Memory or LSTM Model, Training and Prediction using PyTorch here                    in the Snapshots. I hope you will gain some insights and work on the same. I hope you will also                    spend some time learning the Topics from the Book mentioned above and below. Excited about the days                    ahead !!Book:Dive into Deep Learning : https://d2l.ai/index.htmlJourney on Machine                    Learning and Deep Learning : https://lnkd.in/d-aDKvq#66DaysOfData",True
/feed/update/urn:li:activity:6777577123235291136/,"Day 112 of #300DaysOfData!Gated Recurrent Units : Gated Recurrent Units or GRUs are a                    gating mechanisms in Recurrent Neural Networks in which hidden state should be updated and also when                    it should be reset. It aims to solve the vanishing gradient problem which comes with standard RNNs.                    On my Journey of Machine Learning and Deep Learning, Today I have read and Implemented from                    the Book ""Dive into Deep Learning"". Here, I have learned about Modern Recurrent Neural Networks,                    Gradient Clipping, Gated Recurrent Units or GRUs, Memory cell, Gated Hidden State, Reset Gate and                    Update Gate, Broadcasting, Candidate Hidden State, Hadamard Product Operator, Hidden State,                    Initializing Model Parameters, Defining the GRU Model, Training and Prediction and few more Topics                    related to the same from here. I have presented the Implementation of Gated Recurrent Units,                    GRU Model, Training and Prediction using PyTorch here in the Snapshots. I hope you will gain some                    insights and work on the same. I hope you will also spend some time learning the Topics from the                    Book mentioned above and below. Excited about the days ahead !!Book:Dive into Deep                    Learning : https://d2l.ai/index.htmlJourney on Machine Learning and Deep Learning :                    https://lnkd.in/d-aDKvq#66DaysOfData",True
/feed/update/urn:li:activity:6777209728859705344/,"Day 111 of #300DaysOfData!Recurrent Neural Networks :Recurrent Neural Networks are the                    networks that uses recurrent computation for hidden states. The hidden state of an RNN can capture                    historical information of the sequence up to the current time step.On my Journey of Machine                    Learning and Deep Learning, Today I have read and Implemented from the Book ""Dive into Deep                    Learning"". Here, I have learned about Implementation of Recurrent Neural Networks, Defining the RNN                    Model, Training and Prediction, Backpropagation through Time, Exploding Gradients, Vanishing                    Gradients, Analysis of Gradients in RNNs, Full Computation, Truncating Time Steps, Randomized                    Truncation, Gradient Computing strategies in RNNs, Activation Functions, Regular Truncation and few                    more Topics related to the same from here. I have presented the Implementation of Recurrent                    Neural Networks, Training and Prediction using PyTorch here in the Snapshots. I hope you will gain                    some insights and work on the same. I hope you will also spend some time learning the Topics from                    the Book mentioned above and below. Excited about the days ahead !!Book:Dive into Deep                    Learning : https://d2l.ai/index.htmlJourney on Machine Learning and Deep Learning :                    https://lnkd.in/d-aDKvq#66DaysOfData",True
/feed/update/urn:li:activity:6776835752358633472/,"Day 110 of #300DaysOfData!Recurrent Neural Networks :Recurrent Neural Networks are the                    networks that uses recurrent computation for hidden states. The hidden state of an RNN can capture                    historical information of the sequence up to the current time step. On my Journey of Machine                    Learning and Deep Learning, Today I have read and Implemented from the Book ""Dive into Deep                    Learning"". Here, I have learned about Recurrent Neural Networks or RNN, Hidden State, Neural                    Networks without Hidden States, RNNs with Hidden States, RNN Layers, RNN based Character Level                    Language Models, Perplexity, Implementation of RNN from Scratch, One Hot Encoding, Vocabulary,                    Initializing the Model Parameters, RNN Model, Minibatch and Tanh Activation Function, Prediction and                    Warm up period, Gradient Clipping, Backpropagation and few more Topics related to the same from                    here. I have presented the Implementation RNN Model, Gradient Clipping and Training the                    Model using PyTorch here in the Snapshots. I hope you will gain some insights and work on the same.                    I hope you will also spend some time learning the Topics from the Book mentioned above and below.                    Excited about the days ahead !!Book:Dive into Deep Learning :                    https://d2l.ai/index.htmlJourney on ML and DL : https://lnkd.in/d-aDKvq#66DayOfData",True
/feed/update/urn:li:activity:6776460091576086528/,"Day 109 of #300DaysOfData!Sequential Partitioning :Sequential Partitioning is the                    strategy that preserves the order of split subsequences when iterating over minibatches. It ensures                    that the subsequences from two adjacent minibatches during iteration are adjacent in the original                    sequence. On my Journey of Machine Learning and Deep Learning, Today I have read and                    Implemented from the Book ""Dive into Deep Learning"". Here, I have learned about Language Models and                    Sequence Dataset, Conditional Probability, Laplace Smoothing, Markov Models and N Grams, Unigram,                    Bigram and Trigram Models, Natural Language Statistics, Stop words, Word Frequencies, Zipf's Law,                    Reading Long Sequence Data, Minibatches, Random Sampling, Sequential Partitioning and few more                    Topics related to the same from here. I have presented the Implementation of Unigram, Bigram                    and Trigram Model Frequencies, Random Sampling and Sequential Partitioning using PyTorch here in the                    Snapshots. I hope you will gain some insights and work on the same. I hope you will also spend some                    time learning the Topics from the Book mentioned above and below. Excited about the days ahead                    !!Book:Dive into Deep Learning : https://d2l.ai/index.htmlJourney on Machine                    Learning and Deep Learning : https://lnkd.in/d-aDKvq#66DaysOfData",True
/feed/update/urn:li:activity:6776111136732516352/,"Day 108 of #300DaysOfData!Tokenization and Vocabulary :Tokenization is the splitting of                    a string or text into a list of tokens. Vocabulary is the dictionary that maps string tokens into                    numerical indices. On my Journey of Machine Learning and Deep Learning, Today I have read                    and Implemented from the Book ""Dive into Deep Learning"". Here, I have learned about Text                    Preprocessing, Corpus of Text, Tokenization Function, Sequence Models and Dataset, Vocabulary,                    Dictionary, Multilayer Perceptron, One step ahead prediction, Multi step ahead prediction, Tensors,                    Recurrent Neural Networks and few more Topics related to the same from here. I have                    presented the Implementation of Reading the Dataset, Tokenization and Vocabulary using PyTorch here                    in the Snapshot. I hope you will gain some insights and work on the same. I hope you will also spend                    some time learning the Topics from the Book mentioned above and below. Excited about the days ahead                    !!Book:Dive into Deep Learning : https://d2l.ai/index.htmlJourney on Machine                    Learning and Deep Learning : https://lnkd.in/d-aDKvq#66DayOfData",True
/feed/update/urn:li:activity:6775746106086199297/,"Day 107 of #300DaysOfData!Sequence Models :The prediction beyond the known observations                    is called Extrapolation. The estimating between the existing observations is called Interpolation.                    Sequence Models require specialized statistical tools for estimation such as Auto Regressive Models.                    On my Journey of Machine Learning and Deep Learning, Today I have read and Implemented from                    the Book ""Dive into Deep Learning"". Here, I have learned about DenseNet Model, Convolutional Layers,                    Recurrent Neural Networks, Sequence Models, Interpolation and Extrapolation, Statistical Tools,                    Autoregressive Models, Latent Autoregressive Models, Markov Models, Reinforcement Learning                    Algorithms, Causality, Conditional Probability Distribution, Training the MLP, One step ahead                    prediction and few more Topics related to the same from here. I have presented the                    Implementation of DenseNet Architectures and Simple Implementation of RNNs using PyTorch here in the                    Snapshots. I hope you will gain some insights and work on the same. I hope you will also spend some                    time learning the Topics from the Book mentioned above and below. Excited about the days ahead                    !!Book:Dive into Deep Learning : https://d2l.ai/index.htmlJourney on Machine                    Learning and Deep Learning : https://lnkd.in/d-aDKvq#66DaysOfData",True
/feed/update/urn:li:activity:6775640050689421312/,"I really appreciate the support and appreciation of you all. I will continue sharing my Data Science                    and Machine Learning workflow. It wouldn't be possible without you guys. Thanks a lot, LinkedIn for                    being such an amazing platform. Let's grow and achieve success together. Have a great week ahead                    !!",False
/feed/update/urn:li:activity:6775396932413079553/,"Day 106 of #300DaysOfData!Batch Normalization :Batch Normalization continuously adjusts                    the intermediate output of the neural network by utilizing the mean and standard deviation of the                    minibatch so that the values of the intermediate output are more stable.On my Journey of                    Machine Learning and Deep Learning, Today I have read and Implemented from the Book ""Dive into Deep                    Learning"". Here, I have learned about Densely Connected Neural Networks or DenseNet, Dense Blocks,                    Batch Normalization, Activation Functions and Convolutional Layer, Transition Layer, Residual                    Networks or ResNet, Function Classes, Residual Blocks, Residual Mapping, Residual Connection, ResNet                    Model, Maximum and Average Pooling Layers, Training the Model and few more Topics related to the                    same from here. I have presented the Implementation of ResNet Architecture and ResNet Model                    using PyTorch here in the Snapshots. I hope you will gain some insights and work on the same. I hope                    you will also spend some time learning the Topics from the Book mentioned above and below. Excited                    about the days ahead !!Book:Dive into Deep Learning :                    https://d2l.ai/index.htmlJourney on Machine Learning and Deep Learning :                    https://lnkd.in/d-aDKvq#66DaysOfData",True
/feed/update/urn:li:activity:6775030511761932288/,"Day 105 of #300DaysOfData!Batch Normalization :Batch Normalization continuously adjusts                    the intermediate output of the neural network by utilizing the mean and standard deviation of the                    minibatch so that the values of the intermediate output are more stable. On my Journey of                    Machine Learning and Deep Learning, Today I have read and Implemented from the Book ""Dive into Deep                    Learning"". Here, I have learned about Batch Normalization, Training Deep Neural Networks, Scale                    Parameter and Shift Parameter, Batch Normalization Layers, Fully Connected Layers, Convolutional                    Layers, Batch Normalization during Prediction, Tensors, Mean and Variance, Applying BN in LeNet,                    Concise Implementation of BN using high level API, Internal Covariate Shift, Dropout Layer, Residual                    Networks or ResNet, Function Classes, Residual Blocks and few more Topics related to the same from                    here. I have presented the Implementation of Batch Normalization Architecture using PyTorch                    here in the Snapshots. I hope you will gain some insights and work on the same. I hope you will also                    spend some time learning the Topics from the Book mentioned above and below. Excited about the days                    ahead !!Book:Dive into Deep Learning : https://d2l.ai/index.htmlJourney on ML and DL                    : https://lnkd.in/d-aDKvq#66DaysOfData",True
/feed/update/urn:li:activity:6774665456155410432/,"Day 104 of #300DaysOfData!VGG Networks :VGG Networks construct a network using reusable                    convolutional blocks. VGG Models are defined by the number of convolutional layers and output                    channels in each block. On my Journey of Machine Learning and Deep Learning, Today I have                    read and Implemented from the Book ""Dive into Deep Learning"". Here, I have learned about Network In                    Network or NIN Architecture, NIN Blocks and Model, Convolutional Layer, RELU Activation Function,                    The Sequential and Functional API, Global Average Pooling Layer, Networks with Parallel                    Concatenations or GoogLeNet, Inception Blocks, GoogLeNet Model and Architecture, Maximum Pooling                    Layer, Training the Model and few more Topics related to the same from here. I have                    presented the Implementation of NIN Block and Model, Inception Block and GoogLeNet Model using                    PyTorch here in the Snapshots. I hope you will gain some insights and work on the same. I hope you                    will also spend some time learning the Topics from the Book mentioned above and below. Excited about                    the days ahead !!Book:Dive into Deep Learning : https://d2l.ai/index.htmlJourney on                    Machine Learning and Deep Learning : https://lnkd.in/d-aDKvq#66DaysOfData",True
